,title,salary_standardized,location,habilidades
45723,Analytics Dashboard and Automation,62400.0,Anywhere,"('powerbi',)"
45724,Data Analysis and Reporting on Epitope Mapping using Peptide...,62400.0, Anywhere ,"('python',)"
45725,Data Analyst Due Diligence,62400.0, Anywhere ,"('excel',)"
45729,build a spread sheet in Excel solver,47840.0,Anywhere,"('excel',)"
45730,Part-time data analyst,58240.0,Anywhere,"('sql',)"
45731,Earth Observation Data Scientist - Contract to Hire,63440.0,Anywhere,"('aws',)"
45733,Statistics+R programming,63440.0,Anywhere,"('r',)"
45745,Looking for a Tableau consultant,64480.0,Anywhere,"('tableau',)"
45746,Data Analyst Required,64480.0,Anywhere,"('excel',)"
45748,Looking for a Data Analyst with Accountancy Software Experience ...,46800.0,Anywhere,"('excel',)"
45749,Data analyst/BI expert to help automate a series of analytical reports,53040.0,Anywhere,"('python', 'sql', 'powerbi', 'tableau')"
45750,Excel Summary Review Help Needed,57200.0,Anywhere,"('excel',)"
45751,E-commerce business data analyst  - Contract to Hire,62400.0,Anywhere,"('sql',)"
45752,Data Analyst & Developer - Contract to Hire,67600.0,Anywhere,"('python', 'sql')"
45753,Healthcare data science research project,72800.0,Anywhere,"('python',)"
45755,Data analytics teacher needed,72800.0,Anywhere,"('sql', 'excel')"
45758,Spreadsheet/ Sheets/ Excel Expert,50960.0,Anywhere,"('excel',)"
45759,Power Bi Consultant,102960.0,Anywhere,"('powerbi', 'excel')"
45760,Data Analyst,62400.0,Anywhere,"('sql',)"
45761,Excel Data analyst Tutor,72800.0, Anywhere ,"('excel',)"
45766,Compensation Analyst,68640.0,Anywhere,"('excel',)"
45769,Oracle ERP Data Cleansing Analyst / ERP Data Analyst - Contract to...,93600.0,Anywhere,"('sql', 'excel')"
45770,[Long-term] Data Analyst,93600.0,Anywhere,"('python', 'sql', 'powerbi', 'tableau')"
45772,Tableau developer/data analyst - Contract to Hire,104000.0,Anywhere,"('tableau',)"
45773,Data Analyst needed to transform trends/data into storytelling...,88400.0,Anywhere,"('tableau',)"
45782,Digital Marketing Analyst,114400.0,Anywhere,"('excel', 'tableau')"
45783,Data Scientist - Contract to Hire,119600.0,Anywhere,"('aws',)"
45794,Data Scientist for Sales Forecasting,140400.0,Anywhere,"('python', 'r')"
45796,Teacher Data,156000.0,Anywhere,"('python', 'sql', 'machine_learning')"
45802,Entry-level Data Analyst needed to extract insights from complex...,176800.0, Anywhere ,"('python', 'sql', 'excel')"
45803,Data analyst/BI expert to help upskill/ build reports on Tableau,176800.0, Anywhere ,"('tableau',)"
45805,Good Analytics Expert,192400.0,Anywhere,"('powerbi', 'tableau')"
45809,Tableau consultant to help with Dashboarding - Contract to Hire,202800.0, Anywhere ,"('tableau',)"
45814,Data analyst/BI expert to help automate a series of analytics...,218400.0,Anywhere,"('powerbi',)"
45940,Excell Dataset Pivot Table with VBA functionality,31200.0,Anywhere,"('excel',)"
45942,Pivot analysis using excel  - Contract to Hire,36400.0,Anywhere,"('excel',)"
45948,Excel expert to set up calculation template,57200.0,Anywhere,"('excel',)"
45953,Data Analyst and Automation Specialist,48880.0,Anywhere,"('sql',)"
45955,Power BI Text Analytics and Vision,52000.0, Anywhere ,"('powerbi', 'azure')"
45956,Predictive Analytics Expert - Debt Collection Agency,57200.0,Anywhere,"('machine_learning',)"
45959,BI / Data Analyst / Tableau Dev - Contract to Hire,62400.0,Anywhere,"('tableau',)"
45962,R Studio Support,62400.0,Anywhere,"('r',)"
45964,Data analyst/BI expert to help automate a series of analytics...,62400.0,Anywhere,"('tableau',)"
45966,Data analyst/BI expert to help automate a series of analytics reports,62400.0,Anywhere,"('powerbi', 'excel')"
45967,Experienced Data Analyst Required,62400.0,Anywhere,"('excel',)"
45969,Data Analyst for Growth Strategy,62400.0, Anywhere ,"('sql', 'excel')"
45970,SQL proficient Data analyst/analytics engineer needed  - Contract...,62400.0, Anywhere ,"('sql',)"
45971,Build a workbook for Van Westendorp analysis,62400.0, Anywhere ,"('excel',)"
45987,Data Analyst,46800.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau')"
45988,Traffic Data Collection Tool,52000.0, Anywhere ,"('excel',)"
45989,Cloud Engineer - Data Analytics,52000.0, Anywhere ,"('python', 'aws')"
45991,Data Analyst & Tableau Specialist - Contract to Hire,67600.0, Anywhere ,"('python', 'sql', 'excel', 'tableau')"
46000,Power BI Analyst/Developer,83200.0,Anywhere,"('powerbi',)"
46004,Qualitative Analysis Needed,109200.0,Anywhere,"('excel',)"
46012,Data analyst/researcher to generate multiple 1-2 page data briefs...,104000.0,Anywhere,"('python',)"
46014,Data analyst/BI expert to build visualizations in AWS QuickSight,114400.0, Anywhere ,"('aws',)"
46015,Need IBM SPSS Specialist,119600.0,Anywhere,"('python', 'azure', 'machine_learning', 'aws')"
46024,Excel Expert - Contract to Hire,122720.0,Anywhere,"('excel',)"
46027,Senior Data Analyst needed for an IoT product team,124800.0,Anywhere,"('sql', 'powerbi', 'tableau')"
46037,Data Analytics Consultant for Web and Social Media Data,202800.0,Anywhere,"('tableau',)"
46041,Data Scientist required for analysing trends and developing...,29120.0,Anywhere,"('sql',)"
46042,Data analyst,28080.0,Anywhere,"('excel', 'machine_learning')"
46158,Google-analytics pro & SQL,26000.0,Anywhere,"('sql',)"
46160,Web Developer - Tracking/Analytics Specialty - Contract to Hire,31200.0,Anywhere,"('python',)"
46161,Excel wizard required to clean up a large data set,31200.0,Anywhere,"('excel',)"
46165,AWS OpenEMR,41600.0,Anywhere,"('aws',)"
46169,Data Analyst that has demonstrated the ability to run and modify...,46800.0,Anywhere,"('python',)"
46173,Commercial data analyst,59280.0,Anywhere,"('sql', 'powerbi')"
46174,Salary Recommendation/Analysis,36400.0,Anywhere,"('excel',)"
46176,Data analyst/BI expert to help automate a series of analytics reports,41600.0,Anywhere,"('powerbi',)"
46178,Data Analyst / Conversion Tracking,46800.0,Anywhere,"('excel',)"
46182,Excel Power Query Specialist,62400.0,Anywhere,"('excel',)"
46186,Predictive R Mapping for Data in Healthcare,98800.0,Anywhere,"('excel', 'r')"
46188,Data Analyst,47840.0,Anywhere,"('excel',)"
46190,Sales Forecast with R or Python,63440.0,Anywhere,"('python', 'excel', 'r')"
46192,Snowflake plus Zoho data connection and analysis,63440.0,Anywhere,"('python',)"
46194,Data analyst/ Developer/ Ai,63440.0,Anywhere,"('machine_learning',)"
46196,Human Resources Excel Tracker,43680.0,Anywhere,"('excel',)"
46198,Power BI Report server setup and development,46800.0,Anywhere,"('powerbi',)"
46199,SAS Developer,52000.0,Anywhere,"('sql',)"
46203,SQL Guru,57200.0,Anywhere,"('sql',)"
46213,Sap sales and distribution data transformation model - Contract to...,78000.0,Anywhere,"('sql',)"
46221,Python Developer; Marketing Analytics,114400.0,Anywhere,"('python', 'sql', 'excel', 'tableau')"
46222,Excel Expert,114400.0,Anywhere,"('excel',)"
46225,Senior Data Analyst/ Data Management,114400.0,Anywhere,"('powerbi', 'excel')"
46228,Econometrics /wexpert needed,119600.0,Anywhere,"('excel',)"
46237,"GIS Specialist for Visualization, Analysis and Design",119600.0,Anywhere,"('python', 'sql')"
46239,Data Analyst,124800.0,Anywhere,"('excel',)"
46241,NFT Analyst - Contract to Hire,130000.0, Anywhere ,"('python', 'sql', 'excel')"
46242,Data Analyst/BI Expert to help automate a series of marketing...,135200.0,Anywhere,"('python', 'sql')"
46243,Data Analyst for Ecommerce and Marketing Agency,322400.0,Anywhere,"('python', 'excel')"
46245,Data analysis logistic rergression,171600.0,Anywhere,"('r',)"
46248,Designing an Excel Scorecard for our Company,286000.0, Anywhere ,"('excel',)"
46249,Data analyst sql and etl data management,23920.0, Anywhere ,"('sql', 'excel')"
46250,Inventory Control Data Analyst and Data Processing,44720.0,Anywhere,"('python', 'sql', 'excel')"
46353,Help with R project,26000.0,Anywhere,"('r',)"
46357,Ecommerce Data Analyst,31200.0, Anywhere ,"('excel',)"
46363,Excel Report Enhancement,41600.0,Anywhere,"('excel',)"
46367,Psych Stats Expert in R Needed for Data Analysis,41600.0,Anywhere,"('r',)"
46369,Data Analyst with strong SQL knowledge,41600.0,Anywhere,"('sql',)"
46372,Data Analysis Consultant - Product Analytics (Short-term Project),52000.0, Anywhere ,"('python', 'powerbi', 'tableau')"
46373,Digital Analytics Strategist - Contract to Hire,57200.0,Anywhere,"('powerbi', 'tableau')"
46377,Google Sheets Wizard Required,62400.0,Anywhere,"('excel', 'tableau')"
46378,Data Analyst,62400.0,Anywhere,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
46380,Data Analyst,62400.0,Anywhere,"('python', 'excel', 'tableau')"
46382,Data Analyst to help develop insights and automate the reports in...,62400.0,Anywhere,"('excel',)"
46383,Data Analyst to help develop insights and automate the reports in...,62400.0, Anywhere ,"('excel',)"
46388,Web Analyst - Contract to Hire,42640.0,Anywhere,"('sql', 'tableau')"
46390,Developing an Excel tool for tracking the Documents progress complete,63440.0,Anywhere,"('powerbi', 'excel')"
46394,R and Statistics tutor,88400.0,Anywhere,"('r',)"
46398,Clustering / LCA experience needed to determine the best method...,64480.0,Anywhere,"('python', 'excel')"
46399,Data Analyst  PowerBI,64480.0,Anywhere,"('powerbi',)"
46401,Data scientist/analyst with Python skills with a passion for tennis,52000.0,Anywhere,"('python',)"
46402,Data Analyst needed for Tableau and Big Query analysis and queries,57200.0,Anywhere,"('sql', 'tableau')"
46403,Power BI developer,62400.0,Anywhere,"('sql', 'powerbi', 'excel')"
46407,Data Analyst for Power BI Dashboards,93600.0, Anywhere ,"('powerbi', 'excel')"
46409,Senior Data Scientist,62400.0, Anywhere ,"('python', 'powerbi', 'tableau', 'machine_learning')"
46411,Data analytics,67600.0,Anywhere,"('python', 'sql', 'tableau', 'machine_learning', 'aws')"
46423,Data science,114400.0,Anywhere,"('machine_learning',)"
46426,Analyze SurveyMonkey Data from a Survey,98800.0,Anywhere,"('excel',)"
46432,Expert Statistician in statistical data analysis/interpretation...,119600.0, Anywhere ,"('excel',)"
46435,SQL job for number analysis of EXCEL spreadsheet.,109200.0,Anywhere,"('excel',)"
46438,"Data Analyst Needed to Work with team, Remotely - Contract to Hire",114400.0, Anywhere ,"('sql', 'excel')"
46452,Senior Data Analyst,260000.0,Anywhere,"('python', 'sql', 'machine_learning')"
46526,Looking for a Business/Data Analyst - Tableau Expert,26000.0,Anywhere,"('sql', 'powerbi', 'excel', 'tableau')"
46527,QuickSight + SQL,31200.0,Anywhere,"('sql',)"
46529,DAPP and Bot for Futures and Data analysis,31200.0, Anywhere ,"('python', 'sql')"
46531,Data Analyst & Data Visualization working with Metabase,31200.0,Anywhere,"('sql',)"
46533,Data analyst/Excel expert to help in analysing our data,46800.0,Anywhere,"('excel',)"
46543,Data Analyst - Contract to Hire,52000.0,Anywhere,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
46549,Anaconda python assistant,62400.0, Anywhere ,"('python',)"
46553,Excel Fleet Management,64480.0,Anywhere,"('excel',)"
46554,Data Analyst for Multi-tenant Subscription Business,80080.0,Anywhere,"('sql',)"
46559,Data Scientist - Contract to Hire,66560.0,Anywhere,"('machine_learning',)"
46561,Need help with marketing a real estate portfolio (research; data...,72800.0, Anywhere ,"('excel',)"
46566,R Developer,62400.0,Anywhere,"('r',)"
46568,R project advisor - meta-analysis (postgraduate dissertation),104000.0,Anywhere,"('r',)"
46572,SQL (postgres) statistical queries to analyze data representing...,124800.0,Anywhere,"('sql',)"
46580,Statistical analysis for short questionnaire VVIQ,119600.0,Anywhere,"('excel',)"
46581,Data Analyst,119600.0,Anywhere,"('sql', 'excel')"
46583,Statistician Needed for Clinical Research Organization,124800.0,Anywhere,"('r',)"
46585,Data Analyst/KQL expert needed to develop custom queries in Azure...,124800.0,Anywhere,"('azure',)"
46586,Data Analyst (REMOTE) - Self-Starter; able to work in remote capacity,145600.0,Anywhere,"('sql', 'powerbi')"
46590,Skilled Data Analyst/ Data Quality Interviewer,145600.0,Anywhere,"('python', 'sql')"
46591,Data Analyst with expert GCP/BigQuery SQL and PowerBI  knowledge,156000.0,Anywhere,"('sql', 'powerbi')"
46593,Tableau Expert/Data Analyst,202800.0,Anywhere,"('sql', 'tableau')"
46595,Python expert for R&D,20800.0,Anywhere,"('python',)"
46684,Excel Guru Wanted!,41600.0,Anywhere,"('excel',)"
46689,Data scientist,46800.0,Anywhere,"('python', 'sql', 'aws')"
46696,Senior Data Analyst - Contract to Hire,46800.0,Anywhere,"('python', 'sql')"
46699,"Looking for Excel Data Analyst, App Developer, software developer...",46800.0,Anywhere,"('excel',)"
46705,Data Analyst for Placesense - Contract to Hire,62400.0,Anywhere,"('python', 'sql', 'tableau')"
46706,Task on sentiment analysis,62400.0,Anywhere,"('aws',)"
46717,Energy Analytics / Python Developer,64480.0,Anywhere,"('python',)"
46718,HR Dashboard Power BI,64480.0,Anywhere,"('excel',)"
46719,Data Analyst,80080.0,Anywhere,"('sql', 'powerbi', 'tableau', 'machine_learning')"
46720,Data analyst with experience in PowerBI and Azure,67600.0,Anywhere,"('azure',)"
46727,Data analyst,98800.0,Anywhere,"('python', 'excel', 'r')"
46728,Data Scientist - Industrial Equipment,104000.0, Anywhere ,"('python',)"
46732,Growth Data Analytics,114400.0,Anywhere,"('excel',)"
46734,SQL Training / Help,112320.0,Anywhere,"('sql',)"
46735,Looking for Tableau Data Analyst for Home Cleaning Company,117520.0,Anywhere,"('tableau',)"
46739,"Data Analytics and Visualization : Power BI, Excel, SQL analyst",119600.0,Anywhere,"('sql', 'powerbi', 'excel')"
46744,"Data Analyst needed for adhoc datareview/cleansing, and workbook...",124800.0, Anywhere ,"('sql', 'excel')"
46746,Looking for Big Data/Data Analyst,135200.0, Anywhere ,"('aws',)"
46836,Teach me SQL with no IT background,26000.0, Anywhere ,"('sql',)"
46837,"Company research, financial data analysis, report writing ...",31200.0,Anywhere,"('excel',)"
46839,Digital Analyst,36400.0,Anywhere,"('powerbi', 'tableau')"
46842,Power BI Tutor/Mentor/Trainer,46800.0,Anywhere,"('powerbi',)"
46843,Data science,48880.0,Anywhere,"('python',)"
46850,Looking for Data Analytics Engineer,57200.0, Anywhere ,"('sql', 'powerbi', 'tableau')"
46852,Data Analyst Required,62400.0,Anywhere,"('excel',)"
46856,Analysis of Data with RStudio,93600.0,Anywhere,"('r',)"
46860,Need a data analyst expertise in SQL,64480.0,Anywhere,"('tableau',)"
46862,Wellbeing Survey Qualitative and Quantitative Analysis,67600.0,Anywhere,"('excel',)"
46863,Ecommerce Analyst for Shopify Store - Contract to Hire,72800.0,Anywhere,"('excel',)"
46864,Data Analyst For Marketing Company - Contract to Hire,119600.0, Anywhere ,"('python', 'sql')"
46865,Tableau Pro for Onsite Project in Dubai,62400.0, Anywhere ,"('sql', 'tableau')"
46870,Powerbi complex data modeling and automation architecture,117520.0,Anywhere,"('powerbi', 'excel', 'azure')"
46873,R Studio Difference in Difference Analysis,143520.0,Anywhere,"('r',)"
46958,Data analyst,23920.0,Anywhere,"('powerbi', 'excel', 'tableau')"
46960,I need spatial analysis for covid-19 dataset,31200.0, Anywhere ,"('python',)"
46962,Automate the data processing of the huge marketplace site for...,31200.0,Anywhere,"('aws',)"
46963,Power BI Specialist Needed,36400.0,Anywhere,"('powerbi',)"
46965,Sales Intelligence platform with intent data,36400.0,Anywhere,"('excel',)"
46966,Raw Material Price Calculator (Excel),36400.0,Anywhere,"('excel',)"
46973,Help me understanding SQL,57200.0,Anywhere,"('sql',)"
46974,Resource optimization using Dashboard in Excel,62400.0,Anywhere,"('excel',)"
46975,Build responsive Excel survey with scoring functionality,62400.0,Anywhere,"('excel',)"
46978,Data Analyst/BI expert needed analytics reports - Contract to Hire,78000.0, Anywhere ,"('powerbi',)"
46983,Data analyst needed to structure database in Excel,63440.0,Anywhere,"('excel',)"
46986,Media Analyst,64480.0,Anywhere,"('excel',)"
46989,Assistant for data science,52000.0,Anywhere,"('python',)"
46990,Freelance Data Analyst (Business Intelligence),78000.0,Anywhere,"('powerbi', 'tableau')"
46991,Excel & Access Expert - Contract to Hire,78000.0,Anywhere,"('excel',)"
46992,Data analyst/BI expert to help automate a series of analytics reports,67600.0,Anywhere,"('powerbi', 'excel')"
46997,Senior Data Analyst or a Senior NLP Specialist - Contract to Hire,109200.0, Anywhere ,"('machine_learning',)"
46998,Tableau freelancer require,117520.0,Anywhere,"('tableau',)"
47002,Econometrics Expert needed,119600.0,Anywhere,"('excel',)"
47015,"Statistics expert (R, Python) for time series analysis",130000.0,Anywhere,"('r',)"
47021,SQL Query and Reporting,18720.0,Anywhere,"('sql', 'powerbi', 'tableau')"
47083,Data Assistant in Finance Consulting - Contract to Hire,26000.0, Anywhere ,"('excel',)"
47084,Weekend Project Support (m/f/d) - Contract to Hire,31200.0,Anywhere,"('powerbi',)"
47086,Data interpretation and report writing - Contract to Hire,36400.0,Anywhere,"('excel',)"
47087,Data Analysis For Organisation,42640.0, Anywhere ,"('excel',)"
47089,Data Analyst Needed for coaching purposes 1-2Hr session,36400.0,Anywhere,"('python',)"
47090,Data Analyst - Contract to Hire,41600.0,Anywhere,"('sql', 'powerbi', 'azure')"
47091,IT and Production Planning Specialist - Contract to Hire,46800.0,Anywhere,"('python', 'sql', 'powerbi', 'azure', 'r')"
47093,Web Analyst (Digital Analyst),52000.0,Anywhere,"('sql',)"
47098,Need sas code converted to python - Contract to Hire,62400.0, Anywhere ,"('python',)"
47099,Data analyst/BI expert to help automate a series of analytics...,62400.0, Anywhere ,"('powerbi',)"
47107,Data modelling specialist/ Data Scientist for Email send time...,64480.0,Anywhere,"('sql',)"
47110,Data analyst/BI expert to help automate a series of analytics...,64480.0,Anywhere,"('powerbi',)"
47111,Excel Analytics and Reporting,64480.0,Anywhere,"('excel',)"
47114,Data Analyst,66560.0,Anywhere,"('sql', 'powerbi', 'tableau')"
47115,Data Analyst needed to create DB and Visualization Dashboards for...,67600.0,Anywhere,"('python', 'sql', 'excel', 'tableau')"
47116,Data Scientist at AI-Medtech Company,83200.0,Anywhere,"('python', 'machine_learning', 'aws')"
47119,Data Analyst / ETL Engineer / Data Visualisation,109200.0,Anywhere,"('sql', 'powerbi')"
47122,Looking for a Google Data Studio Expert with Google Analytics...,104000.0, Anywhere ,"('powerbi', 'tableau')"
47123,Data analytics,119600.0,Anywhere,"('powerbi',)"
47124,Expert PowerBI Report Visualization & UX Design,119600.0,Anywhere,"('powerbi',)"
47128,Calculator for Businesses to understand value gained of app,119600.0, Anywhere ,"('excel',)"
47129,Data analyst/BI expert to help automate a series of analytics reports,119600.0, Anywhere ,"('powerbi', 'excel')"
47135,Business Analyst/BI developer,171600.0,Anywhere,"('sql',)"
47136,Data Analyst,18720.0,Anywhere,"('python', 'excel', 'azure', 'aws')"
47137,"Psychologist AND ""Data Analysis""",86320.0,Anywhere,"('r',)"
47219,Growth Marketing Data Analyst,26000.0,Anywhere,"('python', 'sql', 'tableau')"
47222,"Lead Data Analyst - PowerBi, DAX",31200.0,Anywhere,"('powerbi', 'azure')"
47224,Freelancer needed for excel vba project,31200.0,Anywhere,"('excel',)"
47227,Statistics students/researcher/R Coder for time series - Contract...,41600.0, Anywhere ,"('excel',)"
47231,Tableau Developer/Consultant to help develop and beautify dashboards,52000.0, Anywhere ,"('tableau',)"
47232,SQL expert for Big Query and Dataform,62400.0,Anywhere,"('sql',)"
47238,Looking for genetic algorithm specialist for warehouse optimisation,62400.0,Anywhere,"('python',)"
47239,Python programmer to support data-driven application development ...,62400.0, Anywhere ,"('python',)"
47242,Data Analysis in Python,63440.0,Anywhere,"('python',)"
47245,Marketing Data Engineer,64480.0,Anywhere,"('python', 'sql')"
47246,Data analyst,55120.0,Anywhere,"('python', 'excel', 'r')"
47252,Marketing Data Analyst,72800.0, Anywhere ,"('python', 'sql', 'excel')"
47255,Data analyst / BI expert in quicksight dashboard creation,62400.0,Anywhere,"('excel',)"
47264,Data analysis,114400.0,Anywhere,"('excel',)"
47265,Excel Algorithm,93600.0,Anywhere,"('excel',)"
47269,Excel Formula,119600.0,Anywhere,"('excel',)"
47271,Survey Results Analysis,121680.0,Anywhere,"('excel',)"
47272,PowerBI Report DAX Formula for Specific Result,121680.0,Anywhere,"('sql',)"
47273,Product Analyst with Strong Technical Skills for a B2B Application...,135200.0, Anywhere ,"('python', 'sql')"
47274,Data Analyst/Python Developer for Interactive Brokers API Project...,161200.0,Anywhere,"('python',)"
47275,Data Analyst/Excel Expert needed to create Personal Finance Dashboard,192400.0,Anywhere,"('excel',)"
47277,Data analysis,203840.0, Anywhere ,"('python', 'excel')"
47344,Hiring for Finance - Business / Data Analyst / BI / Analytics Position,26000.0,Anywhere,"('excel', 'tableau')"
47346,PCR and Regressions in R,26000.0,Anywhere,"('r',)"
47350,Trading data analyst python vectorbt,36400.0,Anywhere,"('python',)"
47357,Write a Python/Pandas scripts for Data Analysis,36400.0, Anywhere ,"('python',)"
47359,Data platform Delivery Consultant – Sr. Data Analyst,46800.0,Anywhere,"('sql', 'powerbi', 'azure')"
47360,Data Analyst | Firebase/GA4/Bigquery,52000.0,Anywhere,"('sql',)"
47361,Data Analyst to build a dashboard using Apache Superset,62400.0, Anywhere ,"('sql',)"
47363,PowerBI expert - Contract to Hire,63440.0,Anywhere,"('powerbi',)"
47369,Developer/Data Analyst for OpenAI and ChatGPT Integration ...,76960.0,Anywhere,"('python', 'sql', 'machine_learning')"
47370,Clean data and balancing table (in R),78000.0,Anywhere,"('r',)"
47372,Data Analyst Expert,114400.0,Anywhere,"('python', 'sql', 'tableau')"
47373,Excel Expert for 1 formula,114400.0,Anywhere,"('excel',)"
47378,Stock Market Data Analyst (Excel skills needed),153920.0, Anywhere ,"('excel',)"
47380,Expert Data Analyst/Data Scientist Instructor,143520.0,Anywhere,"('python', 'sql', 'machine_learning')"
47382,Data analyst/BI expert to help automate a series of analytics report,20800.0,Anywhere,"('sql', 'powerbi', 'excel', 'tableau')"
47431,A Weekly Typeform Data Analysis to match like-minded people to...,24960.0, Anywhere ,"('python',)"
47435,Data Analyst ( Marketing Data),34320.0, Anywhere ,"('python', 'sql', 'r', 'aws')"
47436,Wanted: Experienced Data Analyst - Contract to Hire,41600.0,Anywhere,"('sql', 'powerbi', 'excel')"
47438,Advance Data Analysis in python - Contract to Hire,62400.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
47439,Survey Data Analysis - Find Interesting Data in Road Safety Survey...,72800.0, Anywhere ,"('excel',)"
47443,Analyst,64480.0,Anywhere,"('python', 'sql', 'powerbi')"
47445,Data Analyst with MongoDB and data visualization skills,52000.0,Anywhere,"('sql', 'tableau')"
47447,"Data Entry, Data Analyst - Contract to Hire",62400.0,Anywhere,"('excel',)"
47448,Excel expert,72800.0,Anywhere,"('excel',)"
47451,"Data analyst with SQL ,Power bi and tableau skill",93600.0,Anywhere,"('sql', 'powerbi', 'excel', 'tableau')"
47453,Data analyst for several consultations,117520.0,Anywhere,"('python', 'sql')"
47454,Excel expert,117520.0,Anywhere,"('excel',)"
47457,Diagnosing Solver Model of Non-Linearity,124800.0,Anywhere,"('excel',)"
47458,Data Analyst/BI expert to help segment customer data based on...,124800.0, Anywhere ,"('python', 'excel')"
47463,Business Intelligence (BI) Consultant and Coach,244400.0, Anywhere ,"('powerbi', 'tableau')"
47522,Timeseries expert in R,26000.0,Anywhere,"('r',)"
47526,R Data Analysis Tutoring - Contract to Hire,41600.0, Anywhere ,"('r',)"
47531,Microsoft Data / AI Resources,62400.0,Anywhere,"('azure',)"
47538,Data Analyst/Business analyst needed for product use and feedback,67600.0,Anywhere,"('machine_learning',)"
47543,Marketing analytics and tracking specialist,54080.0,Anywhere,"('excel',)"
47550,Data analyst,72800.0,Anywhere,"('python', 'sql')"
47556,We Need Senior Data Analyst - Contract to Hire,107120.0,Anywhere,"('python', 'sql', 'machine_learning')"
47569,Data Scientist,202800.0,Anywhere,"('machine_learning',)"
47795,"Impact Compliance Analyst - Reporting, Excel, Data Analysis",75000.0,  United States   ,"('excel',)"
47796,Data Engineer,125000.0, Anywhere ,"('python', 'sql', 'machine_learning', 'aws')"
47797,Data Scientist,132500.0, Anywhere ,"('python', 'sql', 'azure')"
47798,Data Scientist,122500.0,  United States   ,"('python', 'machine_learning')"
47799,Data Viz Developer,127500.0, Anywhere ,"('python', 'tableau')"
47803,"Pre-Sales Data Scientist, Multi Industry",243500.0, Anywhere ,"('python', 'sql', 'tableau', 'azure', 'r', 'machine_learning', 'aws')"
47804,"Pre-Sales Data Scientist, Financial Services",288000.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'r', 'machine_learning', 'aws')"
47872,Data Scientist,170000.0, Anywhere ,"('machine_learning',)"
48130,Business Intelligence Analyst,102500.0,  United States   ,"('python', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
48131,Lead Data Scientist,180000.0, Anywhere ,"('python', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
48491,Senior Lead Data Analyst - Remote US Locations,115542.5, Anywhere ,"('sql', 'excel')"
48520,Senior Data & BI Analyst - Experience Center of Expertise,125654.5, Anywhere ,"('sql', 'machine_learning')"
48575,Program Manager (Data Analysis and Reporting),137280.0, Anywhere ,"('powerbi',)"
48578,Data Engineer,137500.0, Anywhere ,"('python', 'sql', 'tableau')"
48663,"Data Engineer, Product Analytics",137500.0, Anywhere ,"('python', 'sql', 'machine_learning')"
48903,Data Analyst II - Firm Analytics - Now Hiring,47205.6,"  Lake Spring, MO   ","('python', 'sql', 'tableau')"
48904,Data & BI Analyst II - Internal Audit - Now Hiring,66435.2,"  Eugene, MO   ","('python', 'sql', 'tableau')"
48906,Data Analyst II - Firm Analytics - Now Hiring,48391.2,"  Marshfield, MO   ","('python', 'sql', 'tableau')"
48907,Intern - Digital Analyst - Summer 2024 - Now Hiring,52000.0,"  Norman, OK   ","('sql', 'powerbi', 'tableau')"
48909,Data Analyst - Employee Listening (I/O psychology) - Now Hiring,41048.8,"  Tulsa, OK   ","('excel',)"
48914,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,41048.8,"  Tulsa, OK   ","('sql', 'powerbi', 'excel')"
48915,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,41048.8,"  Broken Arrow, OK   ","('sql', 'powerbi', 'excel')"
48916,Data Analyst - Employee Listening (I/O psychology) - Now Hiring,48391.2,"  Jefferson City, MO   ","('excel',)"
48919,Data Analyst Intern,48391.2, Anywhere ,"('python', 'sql', 'powerbi', 'excel', 'tableau', 'machine_learning')"
48921,Data Analyst,48391.2,"  California, MO   ","('python', 'sql', 'tableau')"
48922,Data Analyst - Now Hiring,48391.2,"  California, MO   ","('python', 'sql', 'excel', 'tableau')"
48923,HPC Data Analyst - Now Hiring,48391.2,"  California, MO   ","('python', 'machine_learning')"
48925,Data Analyst Advisory,48391.2,"  California, MO   ","('sql',)"
48926,Data Analyst I,48391.2,"  California, MO   ","('python', 'sql')"
48928,Data Analyst - Employee Listening (I/O psychology),47205.6,"  Topeka, KS   ","('excel',)"
48929,Data Analyst - Employee Listening (I/O psychology),47205.6,"  Fort Smith, AR   ","('excel',)"
48935,Data Analyst Intern - Now Hiring,47205.6, Anywhere ,"('python', 'sql', 'powerbi', 'excel', 'tableau', 'machine_learning')"
48936,Data Analyst - Employee Listening (I/O psychology) - Now Hiring,52634.4,"  Kansas City, KS   ","('excel',)"
48937,Data Analyst - Employee Listening (I/O psychology),52634.4,"  Independence, MO   ","('excel',)"
48938,Data Analyst - Employee Listening (I/O psychology) - Now Hiring,52634.4,"  Overland Park, KS   ","('excel',)"
48945,Junior software Programmer/ data analyst --Remote,52634.4,"  Platte City, MO   ","('python', 'powerbi', 'tableau', 'machine_learning')"
