,title,salary_standardized,location,habilidades
15796,Data Analyst IV,142500.0,"  Okmulgee, OK   ","('python', 'sql', 'aws')"
15797,Business Operations/Financial/Data Analyst,91900.0,"  Dearing, KS   ","('powerbi', 'excel')"
15798,Business Intelligence Analyst,100000.0,"  Dearing, KS   ","('sql', 'powerbi', 'excel', 'azure')"
15800,Data Analysis Specialist,104100.0,"  Dearing, KS   ","('machine_learning',)"
15803,"Director, Data Analytics",145000.0,  United States   ,"('python', 'sql', 'powerbi', 'excel', 'tableau', 'r')"
15806,Product Data and Pricing Analyst,90000.0,  United States   ,"('sql', 'powerbi', 'excel')"
15807,Data Analyst (Remote),100000.0, Anywhere ,"('python', 'sql', 'azure', 'aws')"
15809,"Data Analyst (remote) (Kansas City, MO)",75000.0,"  Kansas City, MO   ","('python', 'sql', 'powerbi', 'excel', 'tableau')"
15816,Senior Data Analyst,185000.0,  United States   ,"('python', 'sql', 'tableau')"
15824,Payroll Data Analyst - Canada Payroll (remote U.S.),73425.0,"  Oklahoma City, OK   ","('excel',)"
15829,Systems/Data Analyst,140400.0, Anywhere ,"('python', 'sql')"
15833,Program Integrity Data Analyst,104000.0, Anywhere ,"('sql', 'excel')"
15834,Data Analyst,67558.4, Anywhere ,"('excel',)"
15835,Data Analyst Senior,90000.0, Anywhere ,"('sql',)"
15852,Data Scientist,147000.0, Anywhere ,"('machine_learning',)"
15964,Data Scientist II,117520.0,  United States   ,"('python', 'sql', 'tableau', 'machine_learning', 'aws')"
15967,Data Analyst,81233.5, Anywhere ,"('python', 'sql', 'powerbi')"
16024,Data Visualization Specialist,150800.0, Anywhere ,"('powerbi', 'tableau')"
16073,Data Analyst,82160.0, Anywhere ,"('sql', 'excel', 'tableau')"
16074,Data Scientist,126880.0,  United States   ,"('python', 'machine_learning')"
16081,HR Data Quality Analyst,124800.0,  United States   ,"('excel',)"
16116,Sr. Data Analyst,115000.0,  United States   ,"('sql', 'excel')"
16118,GCP Data Engineer - Healthcare,125000.0,"  Bentonville, AR   ","('python', 'machine_learning')"
16119,Data Governance Lead,170000.0, Anywhere ,"('machine_learning',)"
16179,Data Engineer,110000.0, Anywhere ,"('python', 'sql', 'tableau', 'aws')"
16181,Healthcare Data Scientist,155000.0, Anywhere ,"('python', 'tableau', 'machine_learning')"
16198,Data Scientist,137280.0, Anywhere ,"('python', 'azure', 'machine_learning')"
16256,Principal Data Scientist,150000.0,  United States   ,"('azure', 'machine_learning', 'aws')"
16372,Senior Business Analyst (W2),98800.0,  United States   ,"('sql', 'powerbi', 'tableau', 'azure')"
16373,Data Management Advance Analyst,109200.0, Anywhere ,"('python', 'sql', 'excel')"
16375,Data Visualization Specialist,121680.0, Anywhere ,"('sql', 'powerbi', 'tableau')"
16376,Senior BI Analyst,95000.0, Anywhere ,"('sql', 'powerbi', 'excel', 'tableau')"
16459,Data Governance Analyst,121680.0, Anywhere ,"('sql',)"
16461,Lead Data Analyst,152500.0, Anywhere ,"('python', 'sql')"
16462,Senior Data Scientist (REMOTE),140000.0, Anywhere ,"('python', 'sql', 'azure', 'machine_learning', 'aws')"
16464,Healthcare Data Analyst,160000.0, Anywhere ,"('sql',)"
16532,Clinical Data Analyst,119600.0, Anywhere ,"('python', 'sql')"
16536,Data & AI Sales Executives - FMCG or FS,225000.0, Anywhere ,"('machine_learning',)"
16537,Data Analyst II - Firm Analytics,106479.0, Anywhere ,"('python', 'sql', 'tableau')"
16540,Data Scientist (Machine Learning) - Remote,144866.5, Anywhere ,"('python', 'sql', 'excel', 'machine_learning')"
16580,Spanish Speaking Analyst,80000.0,  United States   ,"('sql', 'excel')"
16590,Data Operations Specialist -Food/Beverage,58240.0, Anywhere ,"('excel',)"
16692,Junior Data Scientist & AI [Full Remote],85000.0, Anywhere ,"('machine_learning',)"
16693,"Data Scientist, Analytics",169000.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
16696,Data Engineer,150000.0, Anywhere ,"('python', 'sql', 'machine_learning')"
16843,Data Analyst II - Firm Analytics - Now Hiring,48391.2,"  Jamestown, MO   ","('python', 'sql', 'powerbi', 'excel', 'tableau')"
16844,2024 Supply Chain Data Analyst Intern - Illinois,42244.8,"  Norman, OK   ","('sql', 'powerbi', 'excel')"
16845,2024 Supply Chain Data Analyst Intern - Illinois,41048.8,"  Lawton, OK   ","('sql', 'powerbi', 'excel')"
16848,2024 Supply Chain Data Analyst Intern - Illinois,48391.2,"  Jefferson City, MO   ","('sql', 'powerbi', 'excel')"
16854,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,47205.6,"  Hot Springs, AR   ","('sql', 'powerbi', 'excel')"
16856,2024 Supply Chain Data Analyst Intern - Illinois - Full-time ...,47205.6,"  Wichita, KS   ","('sql', 'powerbi', 'excel')"
16858,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,47205.6,"  Fort Smith, AR   ","('sql', 'powerbi', 'excel')"
16859,2024 Supply Chain Data Analyst Intern - Illinois,47205.6,"  Fayetteville, AR   ","('sql', 'powerbi', 'excel')"
16862,2024 Supply Chain Data Analyst Intern - Illinois,52634.4,"  Kansas City, MO   ","('sql', 'powerbi', 'excel')"
16879,Enterprise Data Analyst,69300.0, Anywhere ,"('sql', 'tableau')"
16880,Data Analyst II,82937.5, Anywhere ,"('sql', 'excel')"
16888,"Sr. Tax Data Analyst, Global Tax Services",54600.0,  United States   ,"('python', 'sql', 'powerbi', 'excel', 'tableau', 'aws')"
16889,Blockchain Data Analyst,110000.0, Anywhere ,"('python', 'sql', 'excel')"
16890,Blockchain Data Analyst,130000.0, Anywhere ,"('python', 'sql', 'excel')"
16898,"Manager, Business Intelligence & Digital Analytics",149000.0,  United States   ,"('sql', 'powerbi', 'tableau')"
16901,UI UX & Data Visualization specialist,124400.0,  United States   ,"('powerbi',)"
16903,Analytics Engineer,187500.0,  United States   ,"('sql',)"
16904,"Associate Manager, Data Management - Global Delivery Systems",72000.0,  United States   ,"('powerbi', 'excel', 'tableau')"
16907,Senior Data Analyst - Information Security,94130.0,  United States   ,"('python', 'sql', 'powerbi', 'excel', 'azure', 'r', 'aws')"
16911,"Sr Data Analyst, SQL",82500.0,  United States   ,"('sql', 'excel')"
16912,Pharmacy Strategy & Data Analytics Program Manager II,132837.5,  United States   ,"('sql', 'excel', 'tableau')"
16915,Business Insights Data Analyst III,108827.0,  United States   ,"('sql', 'tableau')"
16916,"Data Engineer, Expert",179000.0,  United States   ,"('sql',)"
16918,"Senior Director, Enabling Functions AI Data Analytics Leader",273500.0,  United States   ,"('machine_learning',)"
16919,"Principal Commercial Data Analyst, Cardiac Diagnostics",107800.0,  United States   ,"('sql', 'tableau')"
16921,"Manager, Data Science, Analytics - New Verticals Consumer Shopping...",288000.0,  United States   ,"('excel',)"
16922,Business Intelligence (BI) Analyst,106000.0,  United States   ,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
16923,"Senior Data Analyst, Market Insights",121500.0,  United States   ,"('python', 'powerbi', 'excel')"
16924,Power BI Analyst,54000.0,  United States   ,"('sql', 'powerbi', 'azure')"
16925,"Business Intelligence Analyst II, Enterprise Marketing",104174.0,  United States   ,"('python', 'sql', 'tableau', 'r')"
16926,Expert Data Scientist,179000.0,  United States   ,"('python', 'sql', 'excel', 'machine_learning')"
16928,"Director, HR Reporting & Data Analytics",116950.0,  United States   ,"('python', 'powerbi', 'excel', 'tableau', 'machine_learning')"
16930,Systems & Data Analyst,88000.0,  United States   ,"('powerbi', 'excel')"
16934,"Analyst 2, Business Intelligence",54000.0,  United States   ,"('excel',)"
16936,Jr Data Analyst,77279.5,  United States   ,"('python', 'sql', 'powerbi', 'excel')"
16937,Data Analyst - Technical,85375.0,  United States   ,"('sql', 'powerbi', 'azure')"
16938,Analytics Engineer,107500.0,  United States   ,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'r')"
16939,Portfolio Data Analyst,54000.0,  United States   ,"('powerbi', 'excel')"
17014,"Application Data Analyst, DHHS Data, Systems & Evaluation",70085.6,  United States   ,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'aws')"
17018,Entry-Level Remote Data Analyst Job at Nike,52000.0, Anywhere ,"('python', 'powerbi', 'excel', 'tableau')"
17244,Data Analyst,240000.0,"  Adona, AR   ","('python', 'sql', 'tableau')"
17245,Data Analyst,240000.0,"  Chula, MO   ","('python', 'sql', 'tableau')"
17246,Marketing Data Analyst,110000.0, Anywhere ,"('python', 'sql')"
17250,Analyst,73500.0,  United States   ,"('excel',)"
17256,GIS Data Analyst,63377.6,"  Columbia, MO   ","('python', 'sql')"
17271,Adobe Analytics Consultant,161200.0, Anywhere ,"('python', 'sql', 'excel')"
17306,Data Reporting Analyst,47840.0,"  Springfield, MO   ","('excel',)"
17308,Senior Risk Data Analyst,121000.0,  United States   ,"('sql', 'tableau')"
17316,Data Analyst,118560.0, Anywhere ,"('sql', 'excel', 'machine_learning')"
17332,Senior Data Scientist,213200.0,  United States   ,"('python', 'sql', 'machine_learning')"
17335,Data Analyst,125700.0,  United States   ,"('python', 'sql', 'powerbi', 'azure')"
17369,Senior Business Intelligence Analyst,130000.0, Anywhere ,"('python', 'sql', 'tableau')"
17370,Data Analyst (Remote),85000.0, Anywhere ,"('python', 'sql', 'excel', 'tableau', 'aws')"
17405,Genomic Data Analyst,115440.0,  United States   ,"('powerbi', 'tableau')"
17441,Data Analyst,83200.0, Anywhere ,"('sql', 'powerbi', 'excel', 'azure')"
17442,"Data Analyst, Product - Marketplace",135000.0, Anywhere ,"('python', 'sql')"
17479,Data Engineer_W2,114400.0,  United States   ,"('aws',)"
17480,HR Data Analyst,117520.0, Anywhere ,"('powerbi', 'excel', 'tableau')"
17525,People Analyst,208000.0, Anywhere ,"('python', 'sql', 'tableau')"
17526,Lead Analyst,97500.0, Anywhere ,"('python', 'sql', 'tableau', 'aws')"
17528,Sr. Data Analyst: Revenue,105000.0, Anywhere ,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
17529,Web Analyst,127822.5, Anywhere ,"('sql', 'excel', 'tableau')"
17591,Data Integration Developer,101920.0, Anywhere ,"('sql',)"
17592,Data Scientist/Analyst - Equities Trading Pod - Multi-Strat - $600K,200000.0,  United States   ,"('python', 'sql')"
17623,BI Extraction Data Analyst - H1B Sponsored,62400.0,  United States   ,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'r', 'aws')"
17663,Senior Data Analyst,121680.0, Anywhere ,"('excel',)"
17665,Data Analyst I,87500.0, Anywhere ,"('python', 'sql')"
17741,Financial Data Analyst,37835.2,  United States   ,"('excel',)"
17801,Data Enablement Analyst,150000.0,  United States   ,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'aws')"
17819,"Analyst II, Full Stack",157000.0, Anywhere ,"('python', 'sql', 'machine_learning')"
17820,Data Analyst (US Remote Only),99800.0, Anywhere ,"('sql', 'excel', 'tableau')"
17837,Principal Data Analyst,165000.0, Anywhere ,"('python', 'sql', 'aws')"
17887,Data Analyst,128500.0,  United States   ,"('powerbi', 'excel')"
17912,Senior Data Analyst,65000.0,  Kansas   ,"('python', 'sql', 'powerbi', 'tableau', 'azure')"
17957,"Client Data, Analytics and Generative AI Manager",132000.0,"  Tulsa, OK   ","('azure', 'machine_learning', 'aws')"
17998,Data Scientist,135000.0,  United States   ,"('python', 'sql', 'machine_learning')"
17999,Data Analyst,150000.0,  United States   ,"('python', 'sql')"
18000,Data Analyst,75305.0,"  Oklahoma City, OK   ","('sql', 'powerbi', 'excel')"
18016,Vendor Data Analyst,135000.0,"  Van Buren, AR   ","('python', 'sql', 'tableau', 'machine_learning')"
18017,Staff Product Analyst,157000.0, Anywhere ,"('python', 'sql', 'tableau', 'r')"
18018,Senior Data Analyst,172000.0, Anywhere ,"('python', 'sql', 'tableau')"
18019,Data Analyst (Quality Assurance),85862.0,  United States   ,"('python', 'sql')"
18053,"Senior Analyst, Pricing Analytics",127000.0, Anywhere ,"('sql', 'excel', 'tableau')"
18054,"Senior Data Scientist, Risk Analytics",132500.0, Anywhere ,"('python', 'sql')"
18074,Industry Insights Analyst,85000.0,"  Bentonville, AR   ","('excel',)"
18083,Data Anaylst,80000.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
18084,Payor Analytics Sr. Financial Analyst,97000.0,  United States   ,"('excel',)"
18085,Data Analyst,170500.0,  Canada  (+1 other)    ,"('python', 'sql', 'tableau')"
18086,Senior Data Analyst,160000.0, Anywhere ,"('sql', 'tableau')"
18090,Sr. Financial Data Analyst,102999.75,  United States   ,"('powerbi', 'excel', 'azure', 'aws')"
18112,Senior Data Scientist,127000.0,"  Oklahoma City, OK   ","('python', 'machine_learning')"
18130,Data Scientist,160000.0,  United States   ,"('python', 'sql', 'machine_learning')"
18137,Data Analyst II,85600.0,  Missouri   ,"('python', 'sql', 'excel')"
18138,"Data Analyst III, Power BI",94200.0,  Missouri   ,"('sql', 'powerbi', 'excel', 'tableau')"
18310,Financial & data analyst guru - Contract to hire,20800.0, Anywhere ,"('excel',)"
18312,Accertify and Operations SQL Analyst for Ticket Marketplace,57200.0, Anywhere ,"('sql', 'excel')"
18322,Data analyst/BI expert to help automate a series of analytics reports,78000.0, Anywhere ,"('python', 'tableau', 'machine_learning')"
18325,Data Analyst for E-commerce Funnel Analysis,26000.0, Anywhere ,"('excel',)"
18326,Data Scientist| Electronics | Circuits Experience | Statistics...,41600.0, Anywhere ,"('python', 'sql', 'powerbi', 'r', 'machine_learning')"
18328,Tableau Data Analyst for Analysis and Visualizations,109200.0, Anywhere ,"('sql', 'excel', 'tableau')"
18332,Data Analyst (SQL and Looker Studio proficiency) - Contract to Hire,36400.0, Anywhere ,"('sql',)"
18334,Data Analyst for Customer Churn Prediction and Retention Strategy,78000.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau', 'r', 'machine_learning')"
18339,Matlab Data Analysis,78000.0, Anywhere ,"('python',)"
18340,"Business analyst (SQL, Python) - Contract to Hire",52000.0, Anywhere ,"('python', 'sql')"
18343,Tableau Developer/Data Analyst - Contract to Hire,124800.0, Anywhere ,"('tableau',)"
18344,SSIS and Data Analyst,36400.0, Anywhere ,"('sql', 'powerbi', 'excel')"
18345,Data Analyst for Product and Pre-Sales,67600.0, Anywhere ,"('python', 'sql')"
18355,Data Analyst for Client Reporting,104000.0, Anywhere ,"('excel',)"
18356,Data Analyst & Market Research - Contract to Hire,36400.0, Anywhere ,"('excel',)"
18357,AWS Athena Geospatial Data Analyst for Large-Scale Location...,68640.0, Anywhere ,"('sql', 'aws')"
18359,Data Analysis using R Commander,36400.0, Anywhere ,"('r',)"
18360,Power BI Data Analyst,72800.0, Anywhere ,"('powerbi',)"
18361,BI Data Analyst,28080.0, Anywhere ,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
18363,Data analyst - Contract to Hire,78000.0, Anywhere ,"('python', 'excel')"
18372,Data analyst / Excel / BI expert to help automate a series of...,36400.0, Anywhere ,"('sql', 'powerbi', 'excel')"
18373,PowerBI expert | Data Analyst  - Contract to Hire,46800.0, Anywhere ,"('powerbi',)"
18375,Data Extraction and Analysis Specialist,34320.0, Anywhere ,"('python',)"
18389,Amazon Data Analyst,36400.0, Anywhere ,"('python', 'sql', 'powerbi', 'excel', 'tableau', 'machine_learning')"
18390,Data analyst to analyze results of an online survey,68640.0, Anywhere ,"('excel',)"
18391,Data Analyst/Engineer for KPI Dashboard,67600.0, Anywhere ,"('powerbi', 'tableau')"
18398,Data Visualisation Developer (Power BI),83200.0, Anywhere ,"('powerbi',)"
18409,Data Analyst / Forecasting For DTC Service Brand,72800.0, Anywhere ,"('excel',)"
18410,Data analyst - Contract to Hire,83200.0, Anywhere ,"('sql', 'powerbi', 'tableau')"
18416,SQL Data Analytics Instructor,83200.0, Anywhere ,"('python', 'sql')"
18447,"Principal, Data Analyst - Crime Data Analyst- Investigative Risk...",135000.0,"  Bentonville, AR   ","('python', 'sql', 'powerbi', 'tableau')"
18517,"Senior, Data Analyst - Last Mile Transportation Network Design",117500.0,"  Bentonville, AR   ","('python', 'sql', 'powerbi', 'excel', 'tableau')"
18541,Data Analyst (REMOTE) Qualtrics/PowerBI/CRM,83200.0, Anywhere ,"('powerbi',)"
18542,Virtual Data Analyst/MTSS Coordinator,57500.0, Anywhere ,"('excel',)"
18543,Sr Data Analyst - Remote,130500.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau')"
18544,Senior Data Analyst - Remote Eligible,95118.4, Anywhere ,"('sql', 'tableau')"
18545,Data Analyst with Swagger/API exp - REMOTE,73692.0, Anywhere ,"('python', 'sql', 'aws')"
18547,INTL- REMOTE- Data Analyst- Columbia,20800.0, Anywhere ,"('sql', 'excel')"
18608,Remote Azure Business Data Analyst,135200.0, Anywhere ,"('sql', 'azure')"
18612,Analyst I - REMOTE,72500.0, Anywhere ,"('excel', 'tableau')"
18613,Analyst II - REMOTE,85000.0, Anywhere ,"('sql',)"
18614,Technical Data Analyst (Remote),93500.0, Anywhere ,"('python', 'tableau', 'machine_learning')"
18615,Senior Data Analyst - Remote,130500.0, Anywhere ,"('sql', 'powerbi')"
18616,Sr Data Analyst - Remote,130500.0, Anywhere ,"('python', 'sql', 'tableau')"
18617,Senior Financial Analyst Contractor - Remote,105000.0, Anywhere ,"('powerbi', 'excel')"
18621,Principal Data Analyst - Remote,147500.0, Anywhere ,"('powerbi', 'tableau', 'azure')"
18624,Senior Revenue Operations Data Analyst - Remote,145000.0, Anywhere ,"('python', 'sql')"
18626,Carveout Data Analyst - Remote,86150.0, Anywhere ,"('sql', 'excel', 'tableau')"
18627,Data Analyst - Remote,86150.0, Anywhere ,"('sql', 'powerbi', 'excel', 'tableau')"
18628,Data Analyst 2 - National Remote,104100.0, Anywhere ,"('python', 'sql')"
18629,Sr Compliance Data Analyst - Remote,104100.0, Anywhere ,"('powerbi', 'excel', 'tableau')"
18630,Healthcare Data Analyst - Remote,104100.0, Anywhere ,"('sql',)"
18632,Sr Quality Improvement Data Analyst - Remote in WA,104100.0, Anywhere ,"('sql',)"
18635,Business Analyst (Remote or Hybrid),95350.0, Anywhere ,"('python', 'tableau')"
18636,Business and Data Analyst - Remote - Nationwide,68307.20000000001, Anywhere ,"('tableau',)"
18638,Data Analyst (Remote),62310.0, Anywhere ,"('sql', 'tableau')"
18639,Disaster Management Data and Reporting Analyst - Remote,77945.0, Anywhere ,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
18640,Data Analyst (Non-Remote),77571.0, Anywhere ,"('sql', 'powerbi', 'excel')"
